lat,lon,depth,head,dive_mode,wp_mode
-33.72276582978362,150.6739871096942,0,0
-33.722681202425214,150.67384335913133,0,0
-33.722646662036944,150.67386602045633,0,0
-33.722722289164885,150.67402995350776,0,0
-33.72268186089455,150.67405436869325,0,0
-33.722631321872115,150.67393820177418,0,0
-33.72260133739427,150.67395937190898,0,0
-33.72265475914199,150.67407661300197,0,0
-33.72262396966722,150.67410629023263,0,0
-33.722583731227836,150.67403298645897,0,0
-33.722551772530444,150.67406131688068,0,0
-33.72258269731988,150.67412613902852,0,0
-33.72255008940964,150.67415012759486,0,0
