lat,lon,depth,head,dive_mode,wp_mode
40.4476581,-86.8682936,0,0
40.44774013321637,-86.86845303892068,0,0
40.447775045027065,-86.86842922335863,0,0
40.44770235978186,-86.86824797439691,0,0
40.447743185615124,-86.86822240400397,0,0
40.44779164244526,-86.86835075734892,0,0
40.447821975657824,-86.86832844592763,0,0
40.44777065720386,-86.86819883913205,0,0
40.44780194429104,-86.86816725217606,0,0
40.44784086237509,-86.86824847577716,0,0
40.447873294111794,-86.86821839296195,0,0
40.44784353322399,-86.86814669558566,0,0
40.44787653728547,-86.86812137588285,0,0
