lat,lon,depth,head,dive_mode,wp_mode
-33.722497557505825,150.6738384253269,0,0
-33.72201609617659,150.67373918843265,0,0
-33.7219791566026,150.67389041774473,0,0
-33.72247900388006,150.674062721236,0,0
-33.72243162916422,150.674234759585,0,0
-33.72208461836139,150.67410401665407,0,0
-33.72205548922508,150.67423882983974,0,0
-33.722411400960596,150.6743639432077,0,0
-33.722397064444266,150.67452109191964,0,0
-33.72215842183363,150.67446222542188,0,0
-33.72213868723428,150.67461950899053,0,0
-33.72233874066291,150.67468475469803,0,0
-33.722308957492345,150.67483364157528,0,0
-33.72249760470113,150.67383841512137,0,0
